Code,Country,Region(s),hfa,hfa_base,team_hfa,team_hfa_home,alt_bonus,dist_bonus,Home field,Legacy year,_1872,_1873,_1874,_1875,_1876,_1877,_1878,_1879,_1880,_1881,_1882,_1883,_1884,_1885,_1886,_1887,_1888,_1889,_1890,_1891,_1892,_1893,_1894,_1895,_1896,_1897,_1898,_1899,_1900,_1901,_1902,_1903,_1904,_1905,_1906,_1907,_1908,_1909,_1910,_1911,_1912,_1913,_1914,_1915,_1916,_1917,_1918,_1919,_1920,_1921,_1922,_1923,_1924,_1925,_1926,_1927,_1928,_1929,_1930,_1931,_1932,_1933,_1934,_1935,_1936,_1937,_1938,_1939,_1940,_1941,_1942,_1943,_1944,_1945,_1946,_1947,_1948,_1949,_1950,_1951,_1952,_1953,_1954,_1955,_1956,_1957,_1958,_1959,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021,_2022,_2023,_2024,_2025,defunct
MAR,:ma: Morocco@@morocco,"<span style=""color:#5BA85F"">N. Africa</span>",107,52,41,26,0,30,107,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,8,6,6,6,4,3,14,5,6,16,9,16,11,17,9,5,9,21,12,5,13,9,15,11,4,13,11,7,8,8,14,13,6,11,12,16,9,13,17,15,10,14,8,12,8,14,9,4,8,11,11,9,7,10,14,13,14,4,10,21,8,15,13,0
MLT,:mt: Malta@@malta,"<span style=""color:#2A6FB5"">Europe</span>",57,52,-29,-18,0,23,57,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,1,3,6,5,2,3,4,5,6,2,5,2,7,4,8,4,6,2,7,10,13,8,10,6,9,12,8,12,9,10,10,13,10,10,7,9,8,7,12,11,11,7,8,7,10,6,9,9,8,10,10,8,12,10,10,9,10,0
LAO,:la: Laos@@laos,"<span style=""color:#5B4FB0"">E. Asia</span> •<br><span style=""color:#8C6BC4"">S. Asia</span>",65,52,-16,-10,0,23,65,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3,8,5,3,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,7,4,7,6,3,4,10,0,4,5,7,0,7,6,11,8,12,11,14,5,9,4,0,4,6,5,6,6,0
GUI,:gn: Guinea@@guinea,"<span style=""color:#1F8A6B"">W. Africa</span>",111,52,50,31,0,28,111,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,13,6,9,13,9,12,13,13,16,13,15,15,10,1,10,15,13,8,10,12,13,8,9,10,16,2,9,5,16,10,10,7,14,6,5,14,3,4,8,12,9,8,8,15,9,6,9,10,6,8,12,7,8,5,12,3,12,11,9,16,8,0
TOG,:tg: Togo@@togo,"<span style=""color:#1F8A6B"">W. Africa</span>",75,52,-2,-1,0,25,75,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,7,4,2,2,3,8,13,0,4,10,4,6,0,14,5,4,8,16,11,4,7,7,0,0,6,4,7,6,8,7,9,19,13,12,14,15,6,7,8,9,15,8,7,9,7,7,10,10,6,6,9,12,6,7,3,10,6,7,10,6,0
JAM,:jm: Jamaica@@jamaica,"<span style=""color:#FFA31A"">Caribbean</span>",74,52,1,0,0,22,74,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,10,4,6,4,9,0,7,5,1,3,9,2,2,0,5,0,2,0,2,1,3,1,5,5,5,4,10,19,10,2,19,23,28,22,19,19,18,11,18,18,11,9,9,19,11,11,10,15,12,11,16,10,13,9,14,3,13,13,17,15,16,0
PUR,:pr: Puerto Rico@@puerto rico,"<span style=""color:#FFA31A"">Caribbean</span> •<br><span style=""color:#8B2424"">LatAm</span>",53,52,-30,-19,1,20,53,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,5,0,5,0,0,0,3,2,0,1,3,2,2,0,1,0,2,0,0,2,4,5,2,3,2,0,2,3,2,4,0,0,3,0,0,0,6,0,4,6,8,0,2,4,10,1,2,6,0,6,2,10,8,6,0
KUW,:kw: Kuwait@@kuwait,"<span style=""color:#D4A017"">Mid. East</span>",33,52,-69,-43,0,25,33,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,2,2,8,9,12,10,6,10,14,6,6,14,9,18,6,21,7,14,11,26,13,13,1,15,14,15,3,26,18,22,1,14,16,13,13,30,16,9,5,15,20,23,22,16,16,13,10,0,3,9,14,0,12,10,16,19,12,0
SLE,:sl: Sierra Leone@@sierra leone,"<span style=""color:#1F8A6B"">W. Africa</span>",118,52,65,41,0,26,118,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,5,1,2,6,11,2,2,1,7,4,2,4,6,0,5,4,11,1,6,10,7,5,2,8,5,11,5,14,8,9,1,1,8,7,4,6,0,3,2,8,7,1,4,5,9,4,9,4,5,2,3,4,4,6,10,8,10,6,0
MAS,:my: Malaysia@@malaysia,"<span style=""color:#5B4FB0"">E. Asia</span> •<br><span style=""color:#8C6BC4"">S. Asia</span>",110,52,49,31,0,27,110,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,10,18,11,10,18,33,22,26,24,21,23,20,18,17,22,22,13,14,17,16,7,11,7,14,4,7,6,14,4,5,8,15,4,10,24,12,11,7,14,5,6,15,11,10,10,10,17,11,15,8,15,8,17,14,0,11,14,13,18,6,0
SOM,:so: Somalia@@somalia,"<span style=""color:#0F4A3A"">E. Africa</span>",75,52,3,2,0,22,75,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,4,4,0,2,4,4,0,4,1,1,4,4,3,3,0,0,0,0,0,0,0,3,2,0,0,0,2,6,3,3,2,3,4,6,4,1,6,3,5,3,3,0,5,0,0,0,7,0,2,2,5,4,9,0
BER,:bm: Bermuda@@bermuda,"<span style=""color:#E04E2A"">N. Amer.</span>",56,52,-32,-20,0,25,56,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,5,7,1,3,2,2,7,2,0,0,4,3,0,0,10,2,0,0,0,4,1,5,7,2,12,0,0,0,0,2,2,7,5,1,0,1,15,2,5,5,10,0,0,6,2,0,0,7,3,4,4,12,1,9,3,6,10,10,0
ZAM,:zm: Zambia@@zambia,"<span style=""color:#0F4A3A"">E. Africa</span>",91,52,-12,-8,22,25,91,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,12,6,2,18,5,14,9,11,10,14,14,11,21,18,8,5,12,15,10,11,22,18,9,10,13,15,18,18,20,25,13,16,20,18,12,11,15,16,15,11,17,19,16,9,18,24,9,16,13,11,10,9,7,16,9,13,17,10,0
ALG,:dz: Algeria@@algeria,"<span style=""color:#5BA85F"">N. Africa</span>",106,52,38,24,1,29,106,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,8,7,6,3,5,10,12,5,8,11,8,14,9,11,9,12,12,12,16,14,8,16,17,9,9,10,13,4,14,10,15,8,5,15,15,9,12,14,7,6,8,9,9,16,5,8,12,13,13,6,11,8,16,4,11,13,10,14,13,0
LBY,:ly: Libya@@libya,"<span style=""color:#5BA85F"">N. Africa</span>",116,52,56,36,0,29,116,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,0,2,7,7,4,2,9,8,11,8,8,7,4,1,8,12,0,14,0,0,3,1,0,1,5,0,0,0,0,8,6,11,10,11,4,9,13,10,16,11,13,2,4,8,16,14,3,6,7,11,4,7,3,10,9,10,13,8,0
CIV,:ci: Cote d'Ivoire@@cote d'ivoire,"<span style=""color:#1F8A6B"">W. Africa</span>",85,52,14,9,0,25,85,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,10,12,5,12,3,7,9,7,9,7,11,1,10,9,0,5,12,23,21,11,24,5,11,8,15,12,9,16,14,8,9,10,9,12,14,6,7,8,9,17,9,18,10,15,7,16,12,12,14,8,13,6,15,4,10,12,9,18,13,0
BEN,:bj: Benin@@benin,"<span style=""color:#1F8A6B"">W. Africa</span>",81,52,9,6,0,24,81,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,2,2,3,1,10,2,1,0,0,1,4,10,1,2,6,8,12,0,0,4,5,0,3,8,5,8,0,2,9,6,5,0,5,5,3,14,15,6,4,9,12,8,8,5,6,5,6,5,4,6,4,13,3,9,7,7,10,11,0
NIG,:ne: Niger@@niger,"<span style=""color:#1F8A6B"">W. Africa</span>",82,52,7,5,1,25,82,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,2,5,3,3,4,0,0,4,2,0,0,2,6,4,6,6,2,0,6,3,5,1,3,5,8,9,9,4,1,0,7,0,2,0,5,7,0,0,3,5,7,0,6,9,12,12,9,9,4,3,6,7,4,13,8,8,9,9,0
BFA,:bf: Burkina Faso@@burkina faso,"<span style=""color:#1F8A6B"">W. Africa</span>",108,52,46,29,1,26,108,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,3,0,1,3,5,7,1,6,5,3,7,2,0,4,6,0,9,0,6,10,10,1,6,12,3,2,6,6,14,11,22,15,17,17,9,11,15,8,6,7,8,8,6,8,11,18,8,10,6,13,7,7,4,11,15,9,16,13,0
LBR,:lr: Liberia@@liberia,"<span style=""color:#1F8A6B"">W. Africa</span>",109,52,52,33,0,25,109,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,6,0,0,0,4,6,0,3,6,1,0,0,7,8,6,3,4,13,0,12,10,7,10,2,0,3,2,5,10,7,10,4,5,8,14,5,6,5,5,2,4,10,0,2,7,11,4,2,6,5,2,6,8,0,9,6,6,10,7,0
COD,:cd: Dem. Rep. Congo@@dem. rep. congo,"<span style=""color:#0F4A3A"">E. Africa</span> •<br><span style=""color:#1F8A6B"">W. Africa</span>",68,52,-17,-11,1,26,68,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,17,7,4,6,4,8,12,10,9,6,3,0,10,8,13,0,0,3,10,2,9,5,13,8,5,8,6,11,5,10,11,7,7,12,12,8,10,11,14,10,7,10,4,5,14,10,7,6,17,11,12,6,11,4,10,7,9,16,14,0
SEN,:sn: Senegal@@senegal,"<span style=""color:#1F8A6B"">W. Africa</span>",102,52,36,22,0,27,102,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,10,10,7,7,8,15,4,2,12,7,9,0,12,14,6,17,18,14,11,9,17,7,13,10,11,10,18,14,10,7,16,6,15,18,15,17,9,14,10,12,10,13,6,6,7,11,8,9,12,7,15,12,13,3,10,17,9,15,13,0
CGO,":cg: Rep, Congo@@rep, congo","<span style=""color:#0F4A3A"">E. Africa</span> •<br><span style=""color:#1F8A6B"">W. Africa</span>",74,52,-5,-3,1,25,74,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,12,4,7,3,3,16,7,8,9,7,11,7,3,8,9,1,7,11,9,6,8,5,4,8,4,11,5,6,6,7,6,3,14,12,11,4,10,5,10,5,10,6,3,3,6,6,5,10,11,7,8,5,4,3,9,6,5,8,3,0
TRI,:tt: Trinidad & Tobago@@trinidad & tobago,"<span style=""color:#FFA31A"">Caribbean</span>",84,52,17,10,0,22,84,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,8,5,4,9,4,7,9,7,6,5,10,9,7,12,7,7,6,11,0,9,9,22,5,7,8,4,6,14,21,10,13,9,25,23,7,13,22,28,12,12,30,12,14,6,12,14,8,13,14,16,4,13,0,9,10,15,11,17,0
CMR,:cm: Cameroon@@cameroon,"<span style=""color:#0F4A3A"">E. Africa</span> •<br><span style=""color:#1F8A6B"">W. Africa</span>",81,52,-1,-1,4,26,81,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,6,5,5,16,5,1,10,6,4,4,4,6,10,11,10,16,11,10,21,9,12,17,8,16,16,15,11,6,19,14,4,13,12,15,10,11,7,8,6,13,10,16,9,8,7,14,14,8,19,7,10,3,10,17,8,13,12,0
MLI,:ml: Mali@@mali,"<span style=""color:#1F8A6B"">W. Africa</span>",72,52,-11,-7,2,26,72,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,6,2,2,4,5,15,4,3,12,5,4,6,8,7,6,6,16,11,10,2,12,15,10,6,15,7,15,19,19,10,20,11,9,8,15,14,9,15,7,5,9,12,11,9,7,11,11,10,12,7,9,5,12,3,10,11,9,16,11,0
MAD,:mg: Madagascar@@madagascar,"<span style=""color:#0F4A3A"">E. Africa</span>",72,52,-45,-28,20,29,72,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,1,2,6,5,2,0,0,0,0,2,7,7,7,0,6,0,5,0,10,0,0,4,3,3,4,1,0,3,0,5,5,10,11,5,12,1,2,3,9,12,1,3,7,2,0,2,13,7,8,12,13,3,8,7,11,10,8,0
TAN,:tz: Tanzania@@tanzania,"<span style=""color:#0F4A3A"">E. Africa</span>",72,52,-7,-4,1,24,72,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,3,8,5,9,12,13,5,15,3,8,2,14,15,9,9,7,7,5,2,9,5,3,12,9,8,5,7,9,13,14,5,3,8,5,15,10,3,3,12,12,10,16,12,19,14,14,12,15,5,15,6,15,3,11,6,7,16,11,0
CHA,:td: Chad@@chad,"<span style=""color:#0F4A3A"">E. Africa</span>",72,52,-8,-5,1,25,72,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,5,2,1,0,0,0,0,0,2,3,4,7,2,5,6,2,4,0,0,0,0,3,2,6,4,0,4,5,0,4,5,8,7,0,7,6,5,0,3,7,1,0,0,6,5,0,2,4,10,10,0
CTA,:cf: Cent. Afr. Rep.@@cent. afr. rep.,"<span style=""color:#0F4A3A"">E. Africa</span>",102,52,37,24,2,25,102,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,3,2,4,4,4,5,3,0,0,0,0,0,1,0,0,6,4,0,2,5,0,2,1,3,0,0,2,7,6,5,3,4,4,3,8,4,2,10,4,7,10,7,0
DRV,💀 North Vietnam@@north vietnam,"<span style=""color:#5B4FB0"">E. Asia</span> •<br><span style=""color:#8C6BC4"">S. Asia</span>",74,52,0,0,0,22,74,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GAB,:ga: Gabon@@gabon,"<span style=""color:#0F4A3A"">E. Africa</span> •<br><span style=""color:#1F8A6B"">W. Africa</span>",106,52,45,28,0,25,106,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,4,2,4,0,0,0,9,8,2,4,3,3,2,4,7,4,7,10,9,18,7,5,7,13,7,10,17,10,3,18,13,5,4,15,7,11,7,7,9,7,11,7,12,7,9,13,9,12,7,5,3,8,10,7,10,12,0
DOM,:do: Dominican Rep.@@dominican rep.,"<span style=""color:#FFA31A"">Caribbean</span> •<br><span style=""color:#8B2424"">LatAm</span>",57,52,-23,-14,1,19,57,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,3,2,2,0,1,3,0,0,0,0,0,0,4,8,0,0,0,4,2,1,1,3,8,0,2,3,5,2,4,0,5,0,6,0,4,0,2,10,7,2,7,4,6,2,4,10,0,5,5,8,10,10,0
MRI,:mu: Mauritius@@mauritius,"<span style=""color:#0F4A3A"">E. Africa</span>",54,52,-48,-30,2,31,54,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,4,4,6,6,6,7,3,3,3,4,2,2,1,3,4,1,2,3,2,3,4,0,4,6,2,3,6,6,5,7,9,6,5,8,2,3,6,8,10,4,2,8,0,3,2,10,6,9,7,9,2,0,8,11,7,6,0
ZIM,:zw: Zimbabwe@@zimbabwe,"<span style=""color:#0F4A3A"">E. Africa</span>",103,52,0,0,28,24,103,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,11,17,10,12,13,13,2,15,9,12,10,3,9,16,6,11,8,15,10,11,15,14,9,15,14,15,11,8,13,11,7,10,10,12,3,5,10,14,10,11,3,11,4,4,13,13,0
